handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_529ed0e5-8572-a205-c1dd-9bf703c76675,Product,Just the dice ,,,,,,30.0,,False,PERCENT,0.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6ef4f446-65e5-5147-ac2d-9bc674c60fba,Product,Cult of Mathilda T-Shirt,"<p>Introducing the exclusive Cult of Mathilda T shirt, a must-have for anyone who worships the interdimensional spider goddess. This shirt is standard issue to members of the cult and features intricate embroidery of runes on the sleeves, neckline, and waist hem. The small ""Cult of Mathilda"" logo on the front and impressive shoulder width embroidery on the back make a bold statement. Made from 100% cotton, this shirt is of the highest quality and weight available. The drop shoulder fit adds a streetwear edge to this unique piece. Join the cult and show your devotion with this one-of-a-kind t-shirt.<br><br><a href=""https://www.fenclawandfaund.com/product-page/cult-of-mathilda-storybook"" target=""_blank"">This item includes the storybook:&nbsp; ""The Cult of Mathilda""</a></p>",a47bec_5d5931d309c440e58ae748d45778c293~mv2.jpg;a47bec_76eba78e3c814938aa0aeeda1b97d5b9~mv2.jpg;a47bec_5fa2bc5f18434d07a0f9a6faad4c5d95~mv2.jpg;a47bec_3eed99768283449c9e88549f24de9946~mv2.png,The Cult of Mathilda,,,65.0,,True,PERCENT,0.0,0,,,Size,DROP_DOWN,Medium;Large;XL;XXL;XXXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6ef4f446-65e5-5147-ac2d-9bc674c60fba,Variant,,,,,,,,,False,,,0,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6ef4f446-65e5-5147-ac2d-9bc674c60fba,Variant,,,,,,,,,False,,,0,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6ef4f446-65e5-5147-ac2d-9bc674c60fba,Variant,,,,,,,,,False,,,0,,,,,Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6ef4f446-65e5-5147-ac2d-9bc674c60fba,Variant,,,,,,,,,False,,,0,,,,,XXXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6ef4f446-65e5-5147-ac2d-9bc674c60fba,Variant,,,,,,,,,False,,,0,,,,,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_98fb971d-57d1-b4a2-4fc3-539519d977b6,Product,Cult of Mathilda Apprentice's Handbook & Dice of Destiny,"<p>The Cult of Mathilda Apprentices handbook is a spell book that contains a range of practical spells with detailed ingredients, incantations and evocative ideas. The handbook also includes roleplaying applications for each spell, making it perfect for use in a TTRPG. But that's not all - the handbook also comes with a set of runic dice, aptly named ""The Dice of Destiny"", which allow for randomized spellcasting and unique spell combos. This handbook is a must-have for any spider-worshiping member of the Cult of Mathilda.<br><br><a href=""https://www.fenclawandfaund.com/product-page/cult-of-mathilda-apprentices-handbook"" target=""_blank"">This item includes the storybook: ""The Cult of Mathilda""</a></p>",a47bec_aede77a773d6439b90d34b177d68aad7~mv2.jpg;a47bec_90361adbabe549d2bef44206fe9a4f33~mv2.png;a47bec_e3c8dc9e0e1b4161844e288dccb32c33~mv2.jpg;a47bec_0e1dfa27f4c04fe7ab6593b8b6dfc035~mv2.jpg;a47bec_78c9ca1f831d48b5a7b632303a228abc~mv2.jpg;a47bec_742e26c6716b430f97dd2796b9ce3308~mv2.jpg;a47bec_f22272032f1c48228e9b486da1937195~mv2.jpg;a47bec_7f8a815f97dd4f3480bca4d0e9b661b2~mv2.jpg,The Cult of Mathilda,,,55.0,,True,PERCENT,0.0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7d156f2b-30ba-52b8-7c26-cb410c1b2938,Product,Cult of Mathilda Storybook - Physical Copy,"Embark on an epic adventure with the Cult of Mathilda storybook, featuring Felix, Fiona, and the Swordfish crew as they battle their way through evil forces to reach the legendary golden portal. This thrilling tale is filled with danger, mystery, and treacherous enemies at every turn. Watch as the crew fights for survival against the Jeweler's Guild's thugs and the shadowy cult who worship the Interdimensional Spider Queen known as the Cult of Mathilda. Will they make it to the portal alive? Find out in this captivating storybook.",a47bec_5f7f6200d0194874a54d07fece0ac14a~mv2.png,The Cult of Mathilda;Story Books Slider,,,20.0,,True,PERCENT,0.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6cd51012-5b49-ff68-4624-ba788757c452,Product,Cult of Mathilda Beanie,"<p>Introducing the Cult of Mathilda beanie, a perfect accessory for spider cultists and fantasy fashion enthusiasts alike. Made from high-quality acrylic, this beanie features intricate embroidery around the entire rim, showcasing the cult's signature runes. Named after the infamous ""Cult of Mathilda,"" who wear these beanies as a symbol of their devotion to the interdimensional Spider Queen. Add a touch of dark magic to your outfit and boost your blessings with the Cult of Mathilda beanie. Join the cult and embrace the power of Mathilda today.</p><p><br>This item includes the storybook: ""The Cult of Mathilda""</p>",a47bec_2fcee9ff7db04556b3be2d7b0837f93a~mv2.jpg;a47bec_7792703021994e2f8125b97f226b9f46~mv2.png,The Cult of Mathilda,,,30.0,,True,PERCENT,0.0,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3acb60c7-924a-37e8-2782-0ff2bcd558e9,Product,Terrific tiger sleeves,"<p>Introducing our Tiger Hide Bell Sleeves, the perfect addition to any fantasy fashion ensemble. These sleeves are designed with a bold tiger print that will make you stand out in any crowd. The elastic bands ensure a comfortable and secure fit, while the bell shape adds a touch of elegance to your outfit. Available in two sizes, these sleeves are perfect for any body type. Add some fierce flair to your wardrobe with our Tiger Hide Bell Sleeves.<br><br><a href=""https://www.fenclawandfaund.com/product-page/storybook"" target=""_blank"">This&nbsp; item includes the story book: 'The Cat Captain's Coffers'</a></p>",a47bec_595fffa61bf540468ccd5086f779b42c~mv2.jpg,The Cat Captain's Coffers,,,25.0,,False,PERCENT,0.0,InStock,,,Size,DROP_DOWN,Small;Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6a6e6379-986f-9a94-07b5-3190f997fc1d,Product,Fiona's Cloth Collar ,"<p>Introducing Fiona's Cloth Collar, the perfect accessory to add a touch of enchantment to your outfit. Handmade with high-quality polyester, this collar is both durable and comfortable to wear. Its adjustable design ensures a perfect fit for any neck size. In our fantasy stories, this collar is worn by the enchantress Fiona Faund after she joins the crew of the Swordfish. Add a touch of magic to your wardrobe with Fiona's Cloth Collar.<br><br>This item includes the story book: ""The Cat Captain's Coffers""</p>",a47bec_a7eb376adefc43b98af6c5879887acaa~mv2.jpg,The Cat Captain's Coffers,,,20.0,,False,PERCENT,0.0,InStock,,,Color,COLOR,"#b81616:Red;rgb(193,180,123):Cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7c5ddbb9-aafb-565e-642b-0aa0d8b66b34,Product,The Cult of Mathilda Trucker Hat,"<p>Introducing The Cult of Mathilda Trucker hat, the ultimate accessory for fans of the interdimensional spider goddess. This hat is worn by the leaders of the cult, making it a must-have for any member or follower. With the bold statement ""Spiders want me, Humans fear me"" embroidered on the front, this hat is sure to turn heads. It is made of the highest quality materials and is one size fits all. The inside taping is adorned with magical runes, enhancing the mystical allure of this purple trucker hat.</p><p><br>This item includes the storybook: ""The Cult of Mathilda""</p>",a47bec_c115e0d535494a66aa6e4823286b6ff0~mv2.jpg;a47bec_ce7b8b62eefb4c1f942704e8bf97d7a0~mv2.png;a47bec_cd1e88e593764352a55443f3fd1fa013~mv2.jpg;a47bec_c335913e3cfa486593dc18fd7a16e98d~mv2.jpg;a47bec_687e29b63ad0486b818e4ecbf65b4bf7~mv2.jpg;a47bec_a457cc47ab8f4081bbdc50914a7a8f21~mv2.jpg,The Cult of Mathilda,,,45.0,,True,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2c4bcd3a-ec6f-7179-d7d2-ba6a585fd4eb,Product,Swordfish Sailor's “How much is enough?” Tricorn,"<p>Become part of the Swordfish crew with our Sailor's “How much is enough?” Tricorn hat. Made from 100% wool, this high-quality hat features stylish tassels and is lined for added comfort. It's also adjustable and can be stretched for larger heads. But that's not all - it comes with a QR Code tag that links to our pirate song, ""How Much Is Enough"" on Spotify, so you can truly feel like part of the crew. Named after the legendary crew of the ship called ""The Swordfish"", led by the infamous ""Cat Captain"" Felix Fenclaw, this tricorn hat is the perfect addition to any pirate outfit.</p><p><br>This item includes the storybook: ""The Cat Captain's Coffers""</p>",a47bec_22a95039a8a74a9e93c220bd8d2b8aae~mv2.jpg;a47bec_ed1bea54df384f48949327084ce3c39f~mv2.jpg,The Cat Captain's Coffers,,,99.0,,True,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d3ad1936-a516-71f0-361c-26d4448ec538,Product,"'Adaween, Gem of the Jungle' Storybook","<p>Get lost in the exciting world of Adaween with the 'Adaween, Gem of the Jungle' storybook. Follow the daring pirates Felix Fenclaw and Fiona Faund as they embark on a mission to find the Golden Portal ruins. However, their quest is halted by a locked door, and the only way to get through is to obtain the key from the notorious Jeweler's Guild. This thrilling heist story will keep you on the edge of your seat until the very end. Order your physical&nbsp;copy today and experience the adventure for yourself</p>",a47bec_c9d9abc780a04a69bf86cb1723ff8cb3~mv2.png,"Adaween, the Gem of the Jungle;Story Books Slider",,,10.0,,True,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_04b06b6d-38c0-7ba4-97b6-fcf75f78334f,Product,Captain Fenclaw's “How Much is Enough?” Tricorn Hat,"<p>Sail the high seas in style with Captain Fenclaw's ""How much is enough?"" Tricorn. This iconic wool hat was worn by the infamous Cat Captain Felix Fenclaw himself, and is the perfect addition to any pirate ensemble. Handmade with the highest quality materials, the Tricorn is fully lined and adjustable for a comfortable fit. Plus, it features a unique QR code that links to our pirate anthem ""How Much Is Enough?"" on Spotify. Don't miss out on this must-have accessory for any swashbuckling adventure.<br><br>This item includes the storybook: ""The Cat Captain's Coffers""&nbsp;</p>",a47bec_aadeef87dcbe4b399f22df200690d22b~mv2.jpg;a47bec_17728a5d348c44e1a203f3efe1b5e868~mv2.jpg;a47bec_dabd0d87ee074c62b06f15059147d7e1~mv2.jpg;a47bec_64d504fca5654c21b51a6e23994b737d~mv2.jpg;a47bec_63298ff993834a3ea51e459e84a7bae9~mv2.jpg,The Cat Captain's Coffers;Featured Slider,,,98.0,,True,PERCENT,0.0,19,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_98b1f083-3220-c208-0a20-b167033f365d,Product,'The Cat Captain's Coffers' Storybook,"<p>The Cat Captain's Coffers"" is a captivating storybook that takes readers on a thrilling adventure with Felix Fenclaw, the fearless cat captain, on his quest to find the golden portal. Landing his ship at the harbor town of Kazan, he meets Fiona Faund, an enchantress and the owner of The Urchins Kiss tavern. The story follows their fateful encounter and how they first met, with Felix discovering Fiona's golden portal necklace and trying to recruit her to his crew.&nbsp; This physical&nbsp;storybook is perfect for readers of who love fantasy and adventure tales. Join Felix and Fiona as they embark on an unforgettable journey in ""The Cat Captain's Coffers.</p>",a47bec_9d20bf614da34b1485b2f5f09bb0a047~mv2.png,The Cat Captain's Coffers;Story Books Slider,,,5.0,,True,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
